driver_id,timestamp,status
D104,2023-10-03 22:08:00,Idle
D104,2023-10-03 22:23:00,Busy
D104,2023-10-03 23:59:00,Idle
D104,2023-10-04 00:45:00,Idle
D104,2023-10-04 01:16:00,Busy
D104,2023-10-04 01:50:00,Offline
D104,2023-10-04 20:50:00,Online
D104,2023-10-04 22:26:00,Idle
D104,2023-10-04 23:39:00,Idle
D104,2023-10-05 00:05:00,Busy
D104,2023-10-05 00:37:00,Offline
D104,2023-10-05 23:37:00,Online
D104,2023-10-06 00:28:00,Idle
D104,2023-10-06 01:56:00,Idle
D104,2023-10-06 03:17:00,Idle
D104,2023-10-06 03:46:00,Busy
D104,2023-10-06 05:41:00,Idle
D104,2023-10-06 06:08:00,Offline
D104,2023-10-06 18:08:00,Online
D104,2023-10-06 19:02:00,Idle
D104,2023-10-06 19:51:00,Busy
D104,2023-10-06 20:32:00,Busy
D104,2023-10-06 22:15:00,Idle
D104,2023-10-06 22:58:00,Idle
D104,2023-10-06 23:46:00,Busy
D104,2023-10-07 00:31:00,Idle
D104,2023-10-07 02:30:00,Idle
D104,2023-10-07 02:49:00,Offline
D104,2023-10-07 20:49:00,Online
D104,2023-10-07 22:27:00,Busy
D104,2023-10-08 00:25:00,Idle
D104,2023-10-08 01:19:00,Idle
D104,2023-10-08 02:03:00,Idle
D104,2023-10-08 03:34:00,Busy
D104,2023-10-08 04:02:00,Idle
D104,2023-10-08 05:23:00,Idle
D104,2023-10-08 07:02:00,Busy
D104,2023-10-08 07:45:00,Busy
D104,2023-10-08 08:13:00,Offline
D104,2023-10-09 05:13:00,Online
D104,2023-10-09 05:33:00,Busy
D104,2023-10-09 05:54:00,Busy
D104,2023-10-09 06:31:00,Idle
D104,2023-10-09 07:31:00,Busy
D104,2023-10-09 08:28:00,Idle
D104,2023-10-09 09:43:00,Idle
D104,2023-10-09 09:59:00,Busy
D104,2023-10-09 10:39:00,Offline
D104,2023-10-10 05:39:00,Online
D104,2023-10-10 06:16:00,Idle
D104,2023-10-10 06:59:00,Idle
D104,2023-10-10 07:56:00,Busy
D104,2023-10-10 08:53:00,Idle
D104,2023-10-10 10:51:00,Busy
D104,2023-10-10 12:17:00,Busy
D104,2023-10-10 13:31:00,Idle
D104,2023-10-10 14:46:00,Busy
D104,2023-10-10 15:48:00,Busy
D104,2023-10-10 16:02:00,Offline
D104,2023-10-11 13:02:00,Online
D104,2023-10-11 13:53:00,Busy
D104,2023-10-11 14:49:00,Idle
D104,2023-10-11 15:26:00,Idle
D104,2023-10-11 16:02:00,Idle
D104,2023-10-11 17:42:00,Busy
D104,2023-10-11 18:44:00,Busy
D104,2023-10-11 20:01:00,Busy
D104,2023-10-11 20:38:00,Offline
D104,2023-10-12 20:38:00,Online
D104,2023-10-12 22:34:00,Idle
D104,2023-10-12 23:57:00,Idle
D104,2023-10-13 01:13:00,Idle
D104,2023-10-13 02:44:00,Busy
D104,2023-10-13 03:02:00,Offline
D104,2023-10-13 17:02:00,Online
D104,2023-10-13 18:46:00,Idle
D104,2023-10-13 19:11:00,Idle
D104,2023-10-13 20:23:00,Idle
D104,2023-10-13 21:11:00,Busy
D104,2023-10-13 21:41:00,Offline
D104,2023-10-14 11:41:00,Online
D104,2023-10-14 12:10:00,Idle
D104,2023-10-14 13:51:00,Busy
D104,2023-10-14 14:56:00,Idle
D104,2023-10-14 15:44:00,Idle
D104,2023-10-14 17:03:00,Busy
D104,2023-10-14 17:30:00,Busy
D104,2023-10-14 18:13:00,Offline
D104,2023-10-15 09:13:00,Online
D104,2023-10-15 10:38:00,Idle
D104,2023-10-15 11:37:00,Busy
D104,2023-10-15 12:53:00,Busy
D104,2023-10-15 14:12:00,Busy
D104,2023-10-15 15:14:00,Idle
D104,2023-10-15 16:39:00,Busy
D104,2023-10-15 17:53:00,Busy
D104,2023-10-15 18:25:00,Idle
D104,2023-10-15 19:01:00,Offline
D104,2023-10-16 08:01:00,Online
D104,2023-10-16 09:50:00,Idle
D104,2023-10-16 10:24:00,Idle
D104,2023-10-16 12:05:00,Idle
D104,2023-10-16 12:46:00,Idle
D104,2023-10-16 14:05:00,Idle
D104,2023-10-16 15:52:00,Idle
D104,2023-10-16 16:33:00,Busy
D104,2023-10-16 17:30:00,Offline
D104,2023-10-17 10:30:00,Online
D104,2023-10-17 11:22:00,Busy
D104,2023-10-17 13:02:00,Idle
D104,2023-10-17 14:32:00,Idle
D104,2023-10-17 16:11:00,Busy
D104,2023-10-17 17:02:00,Offline
D106,2023-10-01 00:00:00,Online
D106,2023-10-01 01:53:00,Idle
D106,2023-10-01 03:47:00,Idle
D106,2023-10-01 05:34:00,Idle
D106,2023-10-01 06:53:00,Idle
D106,2023-10-01 08:25:00,Idle
D106,2023-10-01 10:09:00,Idle
D106,2023-10-01 11:28:00,Busy
D106,2023-10-01 12:22:00,Idle
D106,2023-10-01 13:13:00,Busy
D106,2023-10-01 15:05:00,Busy
D106,2023-10-01 15:17:00,Offline
D106,2023-10-02 10:17:00,Online
D106,2023-10-02 11:57:00,Busy
D106,2023-10-02 12:33:00,Idle
D106,2023-10-02 13:01:00,Busy
D106,2023-10-02 14:14:00,Busy
D106,2023-10-02 15:58:00,Busy
D106,2023-10-02 17:23:00,Idle
D106,2023-10-02 18:05:00,Busy
D106,2023-10-02 18:56:00,Idle
D106,2023-10-02 19:55:00,Offline
D106,2023-10-03 10:55:00,Online
D106,2023-10-03 12:27:00,Busy
D106,2023-10-03 12:51:00,Busy
D106,2023-10-03 14:08:00,Idle
D106,2023-10-03 15:58:00,Busy
D106,2023-10-03 17:43:00,Busy
D106,2023-10-03 19:17:00,Busy
D106,2023-10-03 21:05:00,Idle
D106,2023-10-03 21:37:00,Offline
D106,2023-10-04 16:37:00,Online
D106,2023-10-04 18:14:00,Busy
D106,2023-10-04 19:20:00,Busy
D106,2023-10-04 20:54:00,Busy
D106,2023-10-04 22:46:00,Idle
D106,2023-10-04 23:34:00,Idle
D106,2023-10-05 00:16:00,Idle
D106,2023-10-05 00:57:00,Busy
D106,2023-10-05 01:35:00,Busy
D106,2023-10-05 01:57:00,Offline
D106,2023-10-05 19:57:00,Online
D106,2023-10-05 20:24:00,Busy
D106,2023-10-05 21:13:00,Busy
D106,2023-10-05 21:58:00,Busy
D106,2023-10-05 22:55:00,Offline
D106,2023-10-06 11:55:00,Online
D106,2023-10-06 12:41:00,Busy
D106,2023-10-06 14:01:00,Busy
D106,2023-10-06 14:50:00,Idle
D106,2023-10-06 15:57:00,Idle
D106,2023-10-06 17:33:00,Idle
D106,2023-10-06 17:55:00,Busy
D106,2023-10-06 19:26:00,Idle
D106,2023-10-06 20:32:00,Busy
D106,2023-10-06 21:07:00,Busy
D106,2023-10-06 21:49:00,Idle
D106,2023-10-06 22:28:00,Offline
D106,2023-10-07 14:28:00,Online
D106,2023-10-07 15:55:00,Idle
D106,2023-10-07 16:22:00,Busy
D106,2023-10-07 18:12:00,Busy
D106,2023-10-07 19:34:00,Busy
D106,2023-10-07 20:19:00,Idle
D106,2023-10-07 21:43:00,Idle
D106,2023-10-07 22:02:00,Idle
D106,2023-10-07 22:52:00,Offline
D106,2023-10-08 19:52:00,Online
D106,2023-10-08 20:26:00,Idle
D106,2023-10-08 22:25:00,Busy
D106,2023-10-09 00:15:00,Idle
D106,2023-10-09 01:02:00,Offline
D106,2023-10-09 16:02:00,Online
D106,2023-10-09 17:01:00,Busy
D106,2023-10-09 17:16:00,Idle
D106,2023-10-09 17:45:00,Busy
D106,2023-10-09 19:05:00,Idle
D106,2023-10-09 19:46:00,Idle
D106,2023-10-09 21:25:00,Busy
D106,2023-10-09 23:08:00,Busy
D106,2023-10-10 00:50:00,Busy
D106,2023-10-10 01:19:00,Offline
D106,2023-10-10 19:19:00,Online
D106,2023-10-10 20:20:00,Idle
D106,2023-10-10 21:59:00,Busy
D106,2023-10-10 23:07:00,Busy
D106,2023-10-11 00:04:00,Busy
D106,2023-10-11 01:35:00,Busy
D106,2023-10-11 03:24:00,Idle
D106,2023-10-11 04:17:00,Idle
D106,2023-10-11 05:17:00,Offline
D106,2023-10-12 05:17:00,Online
D106,2023-10-12 05:37:00,Busy
D106,2023-10-12 07:28:00,Busy
D106,2023-10-12 08:16:00,Busy
D106,2023-10-12 09:48:00,Busy
D106,2023-10-12 10:07:00,Busy
D106,2023-10-12 10:18:00,Offline
D106,2023-10-13 09:18:00,Online
D106,2023-10-13 09:50:00,Busy
D106,2023-10-13 11:09:00,Busy
D106,2023-10-13 12:50:00,Busy
D106,2023-10-13 13:16:00,Idle
D106,2023-10-13 14:28:00,Idle
D106,2023-10-13 16:19:00,Busy
D106,2023-10-13 18:16:00,Busy
D106,2023-10-13 18:59:00,Offline
D106,2023-10-14 09:59:00,Online
D106,2023-10-14 10:14:00,Idle
D106,2023-10-14 12:11:00,Idle
D106,2023-10-14 13:14:00,Busy
D106,2023-10-14 14:59:00,Busy
D106,2023-10-14 15:26:00,Idle
D106,2023-10-14 15:46:00,Busy
D106,2023-10-14 17:31:00,Idle
D106,2023-10-14 19:05:00,Busy
D106,2023-10-14 20:14:00,Idle
D106,2023-10-14 21:05:00,Offline
D107,2023-10-02 00:00:00,Online
D107,2023-10-02 01:32:00,Idle
D107,2023-10-02 02:37:00,Busy
D107,2023-10-02 03:17:00,Busy
D107,2023-10-02 04:06:00,Idle
D107,2023-10-02 04:58:00,Offline
D107,2023-10-02 23:58:00,Online
D107,2023-10-03 01:07:00,Busy
D107,2023-10-03 02:12:00,Idle
D107,2023-10-03 02:40:00,Busy
D107,2023-10-03 04:12:00,Idle
D107,2023-10-03 05:18:00,Busy
D107,2023-10-03 07:16:00,Idle
D107,2023-10-03 09:00:00,Busy
D107,2023-10-03 09:45:00,Idle
D107,2023-10-03 10:40:00,Offline
D107,2023-10-04 05:40:00,Online
D107,2023-10-04 07:07:00,Busy
D107,2023-10-04 08:20:00,Idle
D107,2023-10-04 09:06:00,Busy
D107,2023-10-04 09:17:00,Offline
D107,2023-10-05 02:17:00,Online
D107,2023-10-05 03:24:00,Busy
D107,2023-10-05 05:12:00,Idle
D107,2023-10-05 06:08:00,Busy
D107,2023-10-05 07:42:00,Idle
D107,2023-10-05 08:39:00,Idle
D107,2023-10-05 09:49:00,Busy
D107,2023-10-05 10:05:00,Busy
D107,2023-10-05 10:51:00,Idle
D107,2023-10-05 11:51:00,Idle
D107,2023-10-05 12:16:00,Offline
D107,2023-10-06 08:16:00,Online
D107,2023-10-06 09:30:00,Busy
D107,2023-10-06 11:17:00,Busy
D107,2023-10-06 12:16:00,Busy
D107,2023-10-06 14:15:00,Busy
D107,2023-10-06 14:46:00,Idle
D107,2023-10-06 16:02:00,Busy
D107,2023-10-06 16:59:00,Offline
D107,2023-10-07 14:59:00,Online
D107,2023-10-07 15:36:00,Busy
D107,2023-10-07 17:23:00,Busy
D107,2023-10-07 18:09:00,Busy
D107,2023-10-07 19:24:00,Busy
D107,2023-10-07 19:51:00,Idle
D107,2023-10-07 21:45:00,Idle
D107,2023-10-07 22:26:00,Busy
D107,2023-10-07 23:45:00,Idle
D107,2023-10-08 00:16:00,Offline
D107,2023-10-08 19:16:00,Online
D107,2023-10-08 20:32:00,Idle
D107,2023-10-08 22:29:00,Idle
D107,2023-10-08 23:29:00,Busy
D107,2023-10-09 00:47:00,Idle
D107,2023-10-09 01:06:00,Idle
D107,2023-10-09 02:55:00,Busy
D107,2023-10-09 04:07:00,Busy
D107,2023-10-09 04:21:00,Offline
D107,2023-10-10 01:21:00,Online
D107,2023-10-10 03:02:00,Idle
D107,2023-10-10 04:44:00,Busy
D107,2023-10-10 05:03:00,Busy
D107,2023-10-10 06:35:00,Idle
D107,2023-10-10 07:20:00,Idle
D107,2023-10-10 08:43:00,Busy
D107,2023-10-10 09:23:00,Offline
D107,2023-10-11 09:23:00,Online
D107,2023-10-11 10:28:00,Idle
D107,2023-10-11 11:26:00,Idle
D107,2023-10-11 13:07:00,Idle
D107,2023-10-11 13:51:00,Idle
D107,2023-10-11 14:50:00,Offline
D107,2023-10-12 05:50:00,Online
D107,2023-10-12 07:25:00,Idle
D107,2023-10-12 08:16:00,Idle
D107,2023-10-12 09:48:00,Busy
D107,2023-10-12 11:15:00,Idle
D107,2023-10-12 13:12:00,Idle
D107,2023-10-12 14:30:00,Busy
D107,2023-10-12 16:17:00,Idle
D107,2023-10-12 16:57:00,Offline
D107,2023-10-13 09:57:00,Online
D107,2023-10-13 10:29:00,Busy
D107,2023-10-13 11:12:00,Busy
D107,2023-10-13 12:43:00,Idle
D107,2023-10-13 14:07:00,Idle
D107,2023-10-13 15:53:00,Busy
D107,2023-10-13 16:21:00,Idle
D107,2023-10-13 17:54:00,Busy
D107,2023-10-13 18:25:00,Busy
D107,2023-10-13 19:09:00,Idle
D107,2023-10-13 19:52:00,Offline
D107,2023-10-14 12:52:00,Online
D107,2023-10-14 13:54:00,Busy
D107,2023-10-14 15:51:00,Idle
D107,2023-10-14 17:39:00,Busy
D107,2023-10-14 19:37:00,Idle
D107,2023-10-14 20:08:00,Idle
D107,2023-10-14 21:03:00,Idle
D107,2023-10-14 21:42:00,Busy
D107,2023-10-14 23:00:00,Busy
D107,2023-10-14 23:57:00,Busy
D107,2023-10-15 01:32:00,Busy
D107,2023-10-15 02:04:00,Offline
D107,2023-10-16 02:04:00,Online
D107,2023-10-16 03:20:00,Busy
D107,2023-10-16 04:08:00,Idle
D107,2023-10-16 05:13:00,Busy
D107,2023-10-16 06:25:00,Busy
D107,2023-10-16 08:13:00,Idle
D107,2023-10-16 09:07:00,Offline
D108,2023-10-01 00:00:00,Online
D108,2023-10-01 01:54:00,Idle
D108,2023-10-01 03:52:00,Idle
D108,2023-10-01 04:54:00,Idle
D108,2023-10-01 06:06:00,Busy
D108,2023-10-01 07:42:00,Busy
D108,2023-10-01 08:13:00,Busy
D108,2023-10-01 08:56:00,Offline
D108,2023-10-02 03:56:00,Online
D108,2023-10-02 04:49:00,Idle
D108,2023-10-02 05:21:00,Busy
D108,2023-10-02 05:51:00,Busy
D108,2023-10-02 07:38:00,Busy
D108,2023-10-02 08:52:00,Busy
D108,2023-10-02 09:42:00,Offline
D108,2023-10-02 21:42:00,Online
D108,2023-10-02 23:23:00,Idle
D108,2023-10-03 01:23:00,Busy
D108,2023-10-03 03:03:00,Idle
D108,2023-10-03 03:38:00,Idle
D108,2023-10-03 04:49:00,Idle
D108,2023-10-03 06:23:00,Busy
D108,2023-10-03 08:04:00,Busy
D108,2023-10-03 08:24:00,Idle
D108,2023-10-03 10:10:00,Idle
D108,2023-10-03 10:48:00,Busy
D108,2023-10-03 11:34:00,Offline
D108,2023-10-04 00:34:00,Online
D108,2023-10-04 01:57:00,Busy
D108,2023-10-04 03:49:00,Idle
D108,2023-10-04 04:04:00,Busy
D108,2023-10-04 05:15:00,Busy
D108,2023-10-04 06:27:00,Idle
D108,2023-10-04 06:57:00,Idle
D108,2023-10-04 07:39:00,Busy
D108,2023-10-04 08:19:00,Idle
D108,2023-10-04 08:59:00,Offline
D108,2023-10-05 00:59:00,Online
D108,2023-10-05 02:21:00,Busy
D108,2023-10-05 03:53:00,Idle
D108,2023-10-05 05:32:00,Idle
D108,2023-10-05 06:59:00,Busy
D108,2023-10-05 07:24:00,Idle
D108,2023-10-05 08:27:00,Idle
D108,2023-10-05 09:27:00,Busy
D108,2023-10-05 10:37:00,Idle
D108,2023-10-05 11:18:00,Idle
D108,2023-10-05 11:57:00,Offline
D108,2023-10-06 05:57:00,Online
D108,2023-10-06 06:44:00,Idle
D108,2023-10-06 07:59:00,Idle
D108,2023-10-06 08:17:00,Idle
D108,2023-10-06 09:18:00,Idle
D108,2023-10-06 10:39:00,Idle
D108,2023-10-06 11:13:00,Offline
D109,2023-10-05 00:00:00,Online
D109,2023-10-05 00:43:00,Idle
D109,2023-10-05 02:19:00,Busy
D109,2023-10-05 03:13:00,Busy
D109,2023-10-05 04:20:00,Idle
D109,2023-10-05 05:24:00,Idle
D109,2023-10-05 07:12:00,Busy
D109,2023-10-05 07:53:00,Idle
D109,2023-10-05 09:14:00,Busy
D109,2023-10-05 09:30:00,Offline
D109,2023-10-06 04:30:00,Online
D109,2023-10-06 05:57:00,Idle
D109,2023-10-06 07:40:00,Busy
D109,2023-10-06 09:39:00,Busy
D109,2023-10-06 11:11:00,Busy
D109,2023-10-06 12:56:00,Idle
D109,2023-10-06 14:25:00,Busy
D109,2023-10-06 15:34:00,Busy
D109,2023-10-06 17:27:00,Idle
D109,2023-10-06 17:44:00,Offline
D109,2023-10-07 13:44:00,Online
D109,2023-10-07 15:06:00,Busy
D109,2023-10-07 15:33:00,Busy
D109,2023-10-07 16:04:00,Busy
D109,2023-10-07 17:29:00,Busy
D109,2023-10-07 18:14:00,Busy
D109,2023-10-07 20:00:00,Idle
D109,2023-10-07 21:42:00,Busy
D109,2023-10-07 22:29:00,Offline
D109,2023-10-08 18:29:00,Online
D109,2023-10-08 19:09:00,Idle
D109,2023-10-08 20:14:00,Busy
D109,2023-10-08 21:35:00,Idle
D109,2023-10-08 22:51:00,Idle
